wtime,utime,stime,rss,pss,vmem,rchar,wchar,nthreads,nprocs,run_id,anomaly
221.0,221.96347643959677,22.029470572788288,520585,499175,983512,15471044,9300646,3,1,2,0
222.0,222.86647992444375,22.148505744539488,529398,500863,1084869,15516831,9332379,3,1,2,0
223.0,223.86149690411432,22.24774603516705,514073,496279,985984,15568399,9364362,4,1,2,0
224.0,224.9900081214351,22.37384324488016,532449,503068,964836,15620490,9390481,4,1,2,0
225.0,226.04732448166445,22.46285648174661,504748,490605,944853,15675387,9419591,3,1,2,0
226.0,227.2149498692473,22.566420405285733,516090,503884,950142,15721099,9455159,5,1,2,0
227.0,228.19717564189847,22.622202015692206,520374,499884,977457,15768212,9482217,4,1,2,0
228.0,229.1535017310813,22.689693013851013,525572,497564,1113289,15825985,9513497,3,1,2,0
229.0,230.0460690177196,22.817869574628524,515025,498837,987371,15875162,9543813,4,1,2,0
230.0,230.93329401153522,22.906026122845812,525165,499204,1104327,15925313,9577092,5,1,2,0
231.0,232.02773797033845,22.95953666526877,520044,506486,1133459,15974437,9607978,4,1,2,0
232.0,232.85988161955657,23.026300293839967,541884,516167,1099867,16030102,9636684,5,1,2,0
233.0,233.75696705348977,23.11746009704853,527497,506099,1051916,16085961,9666885,5,1,2,0
234.0,234.91132515730584,23.239251407750206,510597,497173,1072280,16141527,9697129,4,1,2,0
235.0,235.9420934845457,23.32559991193093,527664,503148,970287,16191660,9726854,4,1,2,0
236.0,236.76072852817302,23.450118487368815,527805,503366,1040454,16237298,9752896,3,1,2,0
237.0,237.84243054750493,23.585924546098322,515495,495374,1030747,16296924,9786626,5,1,2,0
238.0,238.84510349460618,23.670038207518893,508022,493696,1083317,16351206,9819825,5,1,2,0
239.0,239.98691218560538,23.800075764604337,512321,499683,1089035,16398922,9846692,4,1,2,0
240.0,241.05988573462187,23.862763831197356,533419,504038,1141146,16456042,9875790,3,1,2,0
241.0,241.86166436981298,23.95429218370452,514684,491940,1070106,16503364,9905115,4,1,2,0
242.0,242.74396000468295,24.01404842333268,522391,496395,1051167,16560417,9931645,5,1,2,0
243.0,243.64714548490892,24.06930122221216,526939,502863,1122988,16617808,9956045,3,1,2,0
244.0,244.72803840057358,24.125753959960704,526809,500208,1132277,16663201,9984033,4,1,2,0
245.0,245.7317640716416,24.18622916266887,520518,507081,1036974,16716110,10012964,4,1,2,0
246.0,246.83074307047806,24.31980175501051,512600,492943,1124781,16770021,10038640,4,1,2,0
247.0,247.83588994999144,24.42416946737388,535652,511760,1151613,16833095,10069171,4,1,2,0
248.0,248.76684379427007,24.56890828615158,504192,492310,1010495,16879384,10102660,5,1,2,0
249.0,249.60830805295356,24.67270831628283,502589,489854,918590,16936547,10135186,3,1,2,0
250.0,250.48935689242106,24.785579449513868,522371,499705,987176,16986633,10164806,4,1,2,0
251.0,251.44966892455932,24.85402784562792,521391,494327,1100427,17030426,10189285,5,1,2,0
252.0,252.47025064783202,24.958085947691288,523005,499806,964663,17079827,10221432,5,1,2,0
253.0,253.64570560910826,25.04661620257162,510347,499631,1014530,17129839,10251871,4,1,2,0
254.0,254.54159367993486,25.189759736785657,528372,499021,1078904,17174544,10283144,5,1,2,0
255.0,255.60802765571353,25.333151858363838,508470,495787,1093891,17226105,10318953,3,1,2,0
256.0,256.4690460203108,25.40300171961406,516877,502163,1105522,17280894,10346478,4,1,2,0
257.0,257.55454726907976,25.515014806007898,527819,498413,1111434,17332085,10367854,5,1,2,0
258.0,258.35908361993734,25.628832386304996,531219,505518,1042825,17379376,10394693,4,1,2,0
259.0,259.4214515999092,25.735085894250798,527777,499098,980030,17428634,10426151,4,1,2,0
260.0,260.286738662595,25.797518865050314,521057,495176,1077472,17478611,10456232,4,1,2,0
261.0,261.1588684411473,25.9129203969344,514207,491561,962861,17529698,10482585,4,1,2,0
262.0,262.1824314944732,26.04282892542682,514803,499139,1042232,17585247,10508326,5,1,2,0
263.0,263.13259611283667,26.127351528812135,509981,493653,1118018,17636606,10537262,4,1,2,0
264.0,264.121118173057,26.22880669900655,521804,493250,1054110,17679593,10563524,3,1,2,0
265.0,265.0446737260795,26.29043949364148,529993,502637,1090844,17726781,10595086,3,1,2,0
266.0,266.22606054589085,26.433508364790182,507995,491111,1052074,17777611,10623852,5,1,2,0
267.0,267.1423229859236,26.494462150107413,524772,507060,1118897,17833232,10651970,4,1,2,0
268.0,268.1591419558178,26.56529986077424,516777,500798,1020115,17889721,10679696,3,1,2,0
269.0,269.30088417803415,26.64514770835424,516296,499780,1032078,17948595,10710485,3,1,2,0
270.0,270.36655650293847,26.77772673227244,521757,494826,975890,17999248,10740613,3,1,2,0
271.0,271.29566728173114,26.897792324322676,514110,503821,1051803,18053064,10771219,3,1,2,0
272.0,272.31664195507784,26.948493768122987,518705,499985,995035,18095792,10801759,5,1,2,0
273.0,273.14983840557096,27.01684992283893,525228,496569,1052058,18147941,10831542,4,1,2,0
274.0,274.16811296665406,27.14186504075812,521893,500999,1099432,18192565,10858443,4,1,2,0
275.0,275.14066860199546,27.2322484898582,510275,491586,922081,18242252,10886252,3,1,2,0
276.0,276.24384208482485,27.284869843104925,507805,491823,1028592,18307402,10915068,5,1,2,0
277.0,277.3830032220785,27.43126153093693,505748,494399,945435,18358919,10951263,5,1,2,0
278.0,278.2628498307375,27.496384822230986,516288,501747,987015,18404600,10977217,5,1,2,0
279.0,279.0954641929218,27.59743148623567,511792,499983,928332,18456639,11005960,4,1,2,0
280.0,280.05168698541974,27.672263096000155,517910,505244,967345,18504054,11036255,4,1,2,0
281.0,281.06534714869997,27.79601002802269,508548,495400,1116086,18549250,11065345,3,1,2,0
282.0,282.01606792802596,27.923682637927417,519006,502873,1141506,18609766,11098567,5,1,2,0
283.0,283.06749239642517,28.013404678279905,509639,499430,1064095,18665100,11127641,5,1,2,0
284.0,284.0697529083128,28.129249640425808,524014,495284,1071474,18716828,11156938,3,1,2,0
285.0,285.24440332217887,28.270156998880456,514450,501926,1085904,18764869,11189381,4,1,2,0
286.0,286.2081597715067,28.401637910729715,517321,499669,1116700,18813315,11224814,3,1,2,0
287.0,287.0411574406861,28.493127682494205,524271,496854,1052591,18871027,11259036,4,1,2,0
288.0,287.9619314491427,28.58727528788387,512346,500209,929454,18922560,11288626,3,1,2,0
289.0,289.004288994088,28.72596311528657,518998,499352,1081468,18957146,11318478,5,1,2,0
290.0,289.9066990335308,28.779400395329205,526085,499231,1154148,19019251,11348618,5,1,2,0
291.0,290.814294414253,28.83168155256059,518989,497937,987750,19070166,11379059,5,1,2,0
292.0,291.75012340786196,28.90226108671709,507496,493475,1007577,19121883,11406517,3,1,2,0
293.0,292.8485801198256,29.035023251185624,525102,500373,1021066,19177316,11439326,3,1,2,0
294.0,294.0246334135432,29.100344569947342,519423,495986,1016089,19229643,11469946,5,1,2,0
295.0,294.9647840670823,29.17887249844218,511966,494898,1069271,19283378,11499812,3,1,2,0
296.0,295.8429792829865,29.291779367456197,509696,498796,994601,19331259,11525998,4,1,2,0
297.0,296.81123406385336,29.360203648462335,513901,503670,1118473,19375110,11556185,5,1,2,0
298.0,297.7519699410452,29.44051528258669,527485,500928,1116086,19426511,11580506,4,1,2,0
299.0,298.9479799066945,29.53720655529901,513688,497344,930319,19483669,11608761,3,1,2,0
300.0,299.9335272101017,29.610017483675804,509825,497143,1084613,19530430,11637071,5,1,2,0
301.0,301.00524055122645,29.759258852073597,523679,503179,1104515,19576790,11667932,5,1,2,0
302.0,302.1707557778844,29.825603453805723,515751,488016,1034906,19632895,11703572,3,1,2,0
303.0,303.2223804088299,29.96059716429775,514237,503986,1027820,19680609,11735288,4,1,2,0
304.0,304.12213179879785,30.05760714744762,501544,490629,1070401,19728556,11769633,4,1,2,0
305.0,305.1650958369312,30.120519515419637,511004,492922,1006634,19776691,11801568,4,1,2,0
306.0,306.1258463713572,30.182368131135895,520827,497428,970709,19826366,11834944,5,1,2,0
307.0,307.09478631913277,30.282397736740982,530796,510850,1021867,19868498,11870515,5,1,2,0
308.0,308.2865161516809,30.367749753887903,536806,508387,1023197,19915801,11898319,3,1,2,0
309.0,309.19795255711887,30.4412099837992,514491,503532,1066243,19966953,11925928,5,1,2,0
310.0,310.1855266157102,30.587103897515775,518645,501782,970670,20018069,11957935,5,1,2,0
311.0,311.0494734339899,30.683441871579095,507398,490688,1044179,20073859,11987923,3,1,2,0
312.0,311.92089111346405,30.82632296971633,517612,500783,1028178,20133056,12018585,3,1,2,0
313.0,312.9622848830984,30.892722942322813,516899,497253,1104026,20190618,12047839,4,1,2,0
314.0,314.06269116635946,30.961069549045813,521517,495916,1039905,20245191,12076050,5,1,2,0
315.0,315.1172751158062,31.07067231814006,517156,500774,1123224,20294448,12110912,5,1,2,0
316.0,316.0489887149674,31.14765988240174,522416,497644,1128518,20341332,12137612,4,1,2,0
317.0,316.8728359839934,31.216153667962868,517388,504346,969645,20391422,12169672,3,1,2,0
318.0,317.8609415288529,31.2756222065042,511124,490320,1060309,20444350,12201244,3,1,2,0
319.0,318.8626493900905,31.333249273534914,517889,500375,976662,20498459,12226507,5,1,2,0
320.0,319.97091003327444,31.458566112076255,516206,495604,1099168,20551575,12254015,4,1,2,0
321.0,321.0270258581912,31.536782426713238,510057,497951,1047804,20600969,12282027,4,1,2,0
322.0,322.1755293092316,31.684624342044,530680,501523,1017658,20654903,12313721,5,1,2,0
323.0,323.2887224607096,31.75293645479191,522223,494413,992041,20711208,12342620,3,1,2,0
324.0,324.235073574234,31.838381119794295,527392,500821,1039929,20765608,12372363,3,1,2,0
325.0,325.2879621436439,31.925871981742528,526734,498938,1116830,20815448,12397990,5,1,2,0
326.0,326.38687675542593,32.02588726101621,509545,496697,1079453,20861279,12434968,3,1,2,0
327.0,327.569628903095,32.16295084791415,517627,497647,938639,20906991,12465181,5,1,2,0
328.0,328.53856976814393,32.29642786891057,515560,499227,990347,20953585,12496678,5,1,2,0
329.0,329.5978825650684,32.34742350199695,523695,496160,1031229,21004871,12525056,3,1,2,0
330.0,330.55494809918105,32.438349008692775,513825,500035,1045240,21057470,12553098,4,1,2,0
331.0,331.650079370729,32.571142681796836,512967,498609,954023,21100397,12588836,5,1,2,0
332.0,332.8148766392532,32.621162462579505,520532,496943,1006769,21147877,12613086,4,1,2,0
333.0,333.98256704554103,32.72452641980133,519914,507949,1120019,21199093,12643922,3,1,2,0
334.0,334.845402052496,32.80047398193465,526825,502076,1048709,21244595,12670288,3,1,2,0
335.0,335.72704069154435,32.89175083685886,513390,498086,1076916,21296764,12699073,3,1,2,0
336.0,336.82901247186027,32.983781306846744,523981,500729,1044773,21345227,12727158,3,1,2,0
337.0,337.88141642623725,33.07295675091849,522044,494865,1036777,21391610,12754200,3,1,2,0
338.0,339.0434593409792,33.212151763139616,519911,497816,1065179,21441876,12784307,3,1,2,0
339.0,339.96897956474544,33.31579812403657,512607,498399,975874,21493838,12806603,5,1,2,0
340.0,341.1081878892039,33.45617279641937,504612,493766,958723,21539595,12835656,4,1,2,0
341.0,342.1816982319975,33.578847037151505,512871,501936,1126132,21588382,12865385,3,1,2,0
342.0,343.0598807560601,33.663959044248905,509188,497471,1093531,21640720,12891308,3,1,2,0
343.0,343.9104785036584,33.7633154124038,1759551,1686696,1088913,21686910,12925847,3,1,2,1
344.0,344.99156794446185,33.85230126622433,1716299,1659978,953441,21728621,12954064,3,1,2,1
345.0,345.85495254955157,33.985158694044365,530097,514795,960584,21770938,12983351,27,1,2,1
346.0,346.9726841654488,34.05391847524146,510977,496686,955612,23093069,13776107,3,1,2,1
347.0,347.9955221814997,34.19755970346762,518028,489656,1126760,23136477,13805862,27,1,2,1
348.0,348.98626900648486,34.30560215289281,504178,492000,1072143,23184738,13839786,30,1,2,1
349.0,349.8964806208534,34.41677794828962,520015,503796,1044829,24875199,14856487,3,1,2,1
350.0,351.0900188588234,34.518458088314816,526371,506682,1151444,26170968,15640320,3,1,2,1
351.0,352.1788857031876,34.623907736019305,506531,496591,941456,26219555,15673584,3,1,2,0
352.0,353.2901111620535,34.74067527766159,535177,506394,1083016,26280217,15708734,3,1,2,0
353.0,354.3975955331196,34.85617880317167,515778,503707,966202,26332257,15739480,5,1,2,0
354.0,355.43120176399026,34.92759351205867,522657,499052,1004845,26380419,15774191,5,1,2,0
355.0,356.6070813007738,35.035837528145976,521216,498697,1134194,26429634,15806568,4,1,2,0
356.0,357.64060990212687,35.12130017221482,527132,500904,1131918,26481781,15837000,5,1,2,0
357.0,358.64862813616855,35.23500320279511,527617,504387,971195,26540260,15868051,5,1,2,0
358.0,359.5581123131377,35.33978666082191,527475,501986,1002106,26587606,15892587,5,1,2,0
359.0,360.4708066810744,35.407754654193155,514916,496615,1049297,26633817,15923463,3,1,2,0
360.0,361.56556024346725,35.53122804594706,518868,499128,946697,26676923,15948832,5,1,2,0
361.0,362.4994672121231,35.62692939069501,534415,509906,1079537,26727439,15973956,4,1,2,0
362.0,363.59095151018175,35.732073545923626,522678,501256,1063021,26770410,16004535,4,1,2,0
363.0,364.7720342137077,35.849337832416104,524753,504346,1005630,26818092,16031193,5,1,2,0
364.0,365.7477571884192,35.96462500980782,516886,502699,991000,26863548,16061171,4,1,2,0
365.0,366.58668744557104,36.089517891816826,516570,501366,977160,26918919,16091587,3,1,2,0
366.0,367.6533060381028,36.16019306468114,517732,500543,1125689,26966377,16122136,3,1,2,0
367.0,368.457115250781,36.22123218805488,514764,504486,1006646,27018361,16149423,3,1,2,0
368.0,369.5719166592899,36.33815014552231,522072,503593,1061951,27060341,16182120,3,1,2,0
369.0,370.5821779061054,36.41174864018888,511401,501319,982212,27110999,16211852,4,1,2,0
370.0,371.5780707877089,36.473209127043866,517683,496531,1077333,27154983,16243175,5,1,2,0
371.0,372.60584765194,36.536332876324806,526101,501927,968329,27202854,16269586,4,1,2,0
372.0,373.6124110695139,36.61761288871476,520893,499664,952535,27263910,16299051,4,1,2,0
373.0,374.54192197823227,36.766791593519685,522255,498458,1095542,27318571,16332343,3,1,2,0
374.0,375.45452554210397,36.83251762618839,523662,513393,1094803,27367929,16365253,4,1,2,0
375.0,376.4206445263535,36.912371282418235,503321,492304,959330,27433924,16392861,5,1,2,0
376.0,377.5786082391197,37.05444469760645,528991,504792,1027311,27479348,16421225,3,1,2,0
377.0,378.43275642303485,37.20077550392053,521519,495686,1138427,27535174,16448259,4,1,2,0
378.0,379.3626622617095,37.273659840035684,525041,500655,966986,27577511,16476289,5,1,2,0
379.0,380.2395824328892,37.41170510974075,536700,512842,1005379,27626291,16502092,4,1,2,0
380.0,381.21043722358417,37.475596904193054,519103,495188,1023679,27669552,16531678,4,1,2,0
381.0,382.06383659123344,37.60175054532311,520992,496380,996575,27720839,16563577,3,1,2,0
382.0,383.1681548367943,37.653051361387845,524395,499912,1080047,27771119,16591222,5,1,2,0
383.0,384.00954179382813,37.74371332431194,520314,495763,1080297,27819580,16620950,4,1,2,0
384.0,385.07564663127505,37.81844684498368,516002,504420,1037450,27875040,16650289,3,1,2,0
385.0,385.9827307612227,37.938847646399594,508532,497327,1039684,27922205,16683454,4,1,2,0
386.0,386.97160675996577,37.990453259535116,520605,503270,1027345,27973839,16711619,5,1,2,0
387.0,387.85160194465277,38.086943430140266,513632,493354,1080763,28027942,16739893,5,1,2,0
388.0,388.9436914164431,38.20661633261476,515761,490965,937056,28070526,16767355,3,1,2,0
389.0,390.1230018121504,38.26128681993978,515511,498855,992439,28116784,16793943,4,1,2,0
390.0,391.0116999271076,38.401026838152774,507416,492157,1052266,28167053,16825530,5,1,2,0
391.0,392.1929612101927,38.48714657889242,533609,507591,1030857,28220204,16855125,5,1,2,0
392.0,393.1230707305973,38.553673162116645,507108,492350,928725,28277310,16885289,4,1,2,0
393.0,394.1462095974181,38.62621961171969,520954,494811,1009612,28326231,16919113,3,1,2,0
394.0,395.2268455778523,38.71011020459774,515666,502068,1074957,28374648,16953110,5,1,2,0
395.0,396.1065530242784,38.77994771477997,514156,497068,950570,28420285,16978171,4,1,2,0
396.0,397.0844585992515,38.88100559017149,510155,492408,1066150,28471935,17010114,4,1,2,0
397.0,397.9115895915171,38.994298763821426,526516,510199,1111045,28520450,17040791,5,1,2,0
398.0,398.9904111019283,39.08764177470976,504958,494991,1037244,28569080,17069407,4,1,2,0
399.0,399.9570575498181,39.18034498969927,513700,499018,974845,28618610,17100390,4,1,2,0
400.0,401.11371536287396,39.30851494163614,515672,498954,1094317,28671368,17125211,3,1,2,0
401.0,402.02331211830324,39.388616612931926,519939,503551,980490,28718550,17159598,5,1,2,0
402.0,403.1927526480328,39.500893496322654,528141,502311,1142015,28764689,17191143,4,1,2,0
403.0,404.04916858590593,39.640185654827,506722,495865,1055330,28816847,17218548,5,1,2,0
404.0,405.0919551723115,39.7123370913366,516091,498370,940261,28851719,17246791,3,1,2,0
405.0,406.0150784442604,39.824327164339046,509591,498865,1080188,28898700,17271682,5,1,2,0
406.0,406.8877910886417,39.96912434234452,532572,503744,1066514,28942944,17300740,4,1,2,0
407.0,407.72536595732936,40.07210386784007,519661,494158,1029479,28998960,17329292,3,1,2,0
408.0,408.7876229808608,40.21979364020979,540332,510090,1063483,29046755,17355317,3,1,2,0
409.0,409.6808901541645,40.30079824462827,524193,496204,1070744,29093952,17387647,3,1,2,0
410.0,410.7100159189929,40.40722763389489,516271,499956,1078919,29143709,17421477,3,1,2,0
411.0,411.901783408127,40.48833120901499,517755,494200,1117518,29190732,17451395,4,1,2,0
412.0,412.82816813623884,40.53870315152173,509430,493509,972594,29238719,17480478,5,1,2,0
413.0,413.64214584732554,40.6884339615663,523149,495627,1073664,29289204,17511783,5,1,2,0
414.0,414.4992748930841,40.762439968370025,1886772,1820454,1064622,29337094,17541724,5,1,2,1
415.0,415.34700369684856,40.9097501668937,1301338,1257288,1066782,29384948,17568478,4,1,2,1
416.0,416.33231710773066,41.02505344955841,1889792,1788624,1044754,29429897,17596520,4,1,2,1
417.0,417.4301773355949,41.16544681045327,2117927,2010429,1037676,29474128,17625630,3,1,2,1
418.0,418.3487550899077,41.312167085158634,525183,496085,1105486,30078663,17988914,3,1,2,1
419.0,419.2070921982452,41.41895000579283,506759,495530,972980,30130196,18018942,4,1,2,0
420.0,420.2633989047768,41.56891914022295,512843,498035,965797,30173056,18049573,5,1,2,0
421.0,421.1838709883165,41.69565213115049,521140,504964,1051834,30226855,18074998,3,1,2,0
422.0,422.21393912804143,41.79803358675984,519601,501074,990902,30280676,18106994,3,1,2,0
423.0,423.3874537519105,41.91352791517893,518944,499501,940999,30335549,18137004,3,1,2,0
424.0,424.3039925338811,41.98295505091159,508437,492834,925676,30387048,18174662,3,1,2,0
425.0,425.3089891796756,42.034058313055624,519800,494286,1080147,30440234,18203500,3,1,2,0
426.0,426.4317139451281,42.10973724781634,507887,493607,1111897,30501159,18234470,3,1,2,0
427.0,427.50840119012713,42.203234333988334,530777,506534,1051934,30549651,18272958,3,1,2,0
428.0,428.6089924600388,42.27603959267451,529831,502652,984863,30594423,18303540,4,1,2,0
429.0,429.7180202099812,42.37744318247313,517575,495691,1101004,30636753,18333337,5,1,2,0
430.0,430.73398661811484,42.49323759669559,514164,497178,979265,30695531,18360376,3,1,2,0
431.0,431.74841146127574,42.6088169816056,509517,495873,1120047,30754375,18394961,3,1,2,0
432.0,432.8359672934551,42.748193424658915,508145,495570,1029149,30799752,18421484,5,1,2,0
433.0,433.91502660150053,42.894825334307235,527299,502301,998205,30846115,18452765,3,1,2,0
434.0,434.9830496671124,43.033894835643224,517889,498562,1034950,30894495,18481344,5,1,2,0
435.0,435.9359035439695,43.14591233157792,521559,510405,1008775,30950617,18510776,4,1,2,0
436.0,437.06732060221145,43.21648874703703,536299,506251,1132551,30994180,18536505,5,1,2,0
437.0,437.9618017579598,43.360833862954024,530280,506547,976949,31034347,18570534,3,1,2,0
438.0,438.8240945445009,43.42831990243076,530420,503356,1136586,31095185,18599701,29,1,2,1
439.0,439.7621594321472,43.493462640681805,516571,497886,1088381,32663920,19536358,4,1,2,1
440.0,440.66369192830916,43.575219573472346,532271,502988,1141480,33672299,20143780,3,1,2,1
441.0,441.7289649331904,43.68258012960617,512197,498255,1105320,33721273,20172268,15,1,2,1
442.0,442.6213720736504,43.80072739280475,522077,508151,987724,33773602,20203272,28,1,2,1
443.0,443.68396800899075,43.85205666053932,1160841,1099684,1064333,33816031,20235796,3,1,2,1
444.0,444.6892571269271,43.979858887711295,1775749,1682106,1132512,33861826,20267218,4,1,2,1
445.0,445.5502371541572,44.047360842620016,520641,500635,1015747,34603474,20705301,5,1,2,1
446.0,446.45359565980556,44.12700932777132,1729773,1687534,951182,34642120,20737387,3,1,2,1
447.0,447.46228637352687,44.20921800035089,1436833,1392000,975010,34690607,20767085,3,1,2,1
448.0,448.5555284950963,44.29246260024076,534735,509191,1014269,35752005,21404029,4,1,2,1
449.0,449.5148291527662,44.41849936046171,525938,499069,1129730,36419934,21805367,3,1,2,1
450.0,450.4079622096374,44.47259379668193,1255121,1213962,1011997,36467178,21830537,5,1,2,1
451.0,451.3259934932749,44.54224557852116,507379,496238,1052008,36512199,21861114,3,1,2,0
452.0,452.1640403689843,44.594477501636405,514675,491745,1124487,36553089,21887020,3,1,2,0
453.0,452.97410016942035,44.72230744730758,528220,503268,1014011,36603813,21916163,3,1,2,0
454.0,454.1633518942191,44.87067968114409,513096,494808,1079802,36652312,21946632,3,1,2,0
455.0,455.00191586796547,44.986634397070745,522541,500843,945333,36695435,21979854,3,1,2,0
456.0,455.85187080600974,45.09564831516263,535755,505671,986672,36745748,22007395,4,1,2,0
457.0,457.0002564400416,45.23645493650148,511439,496639,953705,36794273,22041750,4,1,2,0
458.0,458.0656585343293,45.31195033513783,520061,498659,1001101,36841968,22074590,4,1,2,0
459.0,459.04008754682746,45.36859656565163,515412,493483,1010824,36881184,22103302,3,1,2,0
460.0,460.0996969091178,45.46959355614885,518958,498058,1033146,36934598,22129976,3,1,2,0
461.0,461.27369083853,45.54562842646624,540957,512870,1026809,36978432,22155644,3,1,2,0
462.0,462.1134417631043,45.64073658793433,526161,503889,961027,37028749,22186460,3,1,2,0
463.0,463.0109261739744,45.73636657299251,518780,498676,1074399,37074707,22214248,5,1,2,0
464.0,464.15504633536267,45.818249755399314,509325,496941,921606,37122764,22247846,3,1,2,0
465.0,465.2673020734831,45.91688221355762,523840,499786,1112526,37178525,22275807,3,1,2,0
466.0,466.465004762106,46.00489740161261,513308,500650,1114733,37231183,22303105,4,1,2,0
467.0,467.3905682881349,46.066203335290794,508391,497904,1059563,37286834,22333806,3,1,2,0
468.0,468.5685228469903,46.20287590603137,522525,502650,1065108,37338485,22361748,4,1,2,0
469.0,469.5059983795083,46.3230032774744,516477,495232,1065392,37390466,22391774,4,1,2,0
470.0,470.5920356559825,46.37713416397438,524901,495208,1081764,37431560,22424732,5,1,2,0
471.0,471.74513283503114,46.43871280650151,526187,501850,1143237,37479973,22455083,3,1,2,0
472.0,472.6134456731345,46.49836425357272,520813,494156,1138353,37528848,22485446,3,1,2,0
473.0,473.4957011351486,46.5545386082736,520696,503645,1026128,37584967,22516062,5,1,2,0
474.0,474.52808459436153,46.61044428585766,520104,499928,1064565,37632435,22540982,4,1,2,0
475.0,475.6656145023757,46.67615551915128,519806,490860,1102574,37683760,22572158,3,1,2,0
476.0,476.4971943164646,46.81094246000427,518915,500547,934263,37734889,22602638,4,1,2,0
477.0,477.6375466403669,46.94376578962409,517279,491574,1040148,37790677,22635316,4,1,2,0
478.0,478.57479485218494,47.072080437151925,524128,503466,1080308,37840008,22667134,5,1,2,0
479.0,479.53728549777395,47.18355108780578,513199,498756,1070987,37894147,22696528,5,1,2,0
480.0,480.473229936049,47.30590044312714,531263,509255,1034644,37935623,22729625,4,1,2,0
481.0,481.6378218978921,47.429748564211174,519871,505356,997247,37977553,22758747,3,1,2,0
482.0,482.49013962852524,47.56867985124194,504650,494696,945137,38016136,22789489,5,1,2,0
483.0,483.5198494209958,47.69191415420551,1051384,1021321,1020296,38070066,22818555,3,1,2,1
484.0,484.3790926532461,47.81556008500761,509982,496224,1105500,38123434,22849941,15,1,2,1
485.0,485.55053050528403,47.94596820227896,511099,493893,1103152,40162627,24069636,4,1,2,1
486.0,486.66970303069826,48.051603687871726,537407,509128,1044713,41350145,24789121,4,1,2,1
487.0,487.5632307404027,48.12290656687599,1905220,1839879,985263,41397327,24825173,5,1,2,1
488.0,488.4823420476379,48.181360814632896,1848606,1754219,1125078,41446722,24857795,4,1,2,1
489.0,489.434948178823,48.27326517067109,519626,498574,1086016,41503940,24892418,4,1,2,0
490.0,490.3971152489412,48.33243373783969,509235,499101,1019559,41562409,24917801,3,1,2,0
491.0,491.524052392394,48.399364140995125,513607,499836,1004416,41616378,24943537,4,1,2,0
492.0,492.5498657345177,48.45174814217137,534475,505532,988521,41668033,24972572,3,1,2,0
493.0,493.5210454604744,48.53176877127502,523710,501558,1107152,41724710,25002696,3,1,2,0
494.0,494.60882332324894,48.67876855351522,523001,494713,1070577,41773431,25032101,3,1,2,0
495.0,495.59196927378645,48.76666168078166,524577,508112,1023321,41821476,25057175,4,1,2,0
496.0,496.44326528054034,48.840750941386766,522795,498535,1133168,41870831,25090629,5,1,2,0
497.0,497.2862609542482,48.93109588910059,523047,497722,1079500,41915938,25127092,3,1,2,0
498.0,498.2166436261663,49.011229741121255,514531,485852,1117405,41965063,25160935,3,1,2,0
499.0,499.25779172121236,49.12861742341409,513601,503171,1021945,42009476,25194192,4,1,2,0
500.0,500.11172825227163,49.24206409953,529579,500505,1049544,42064601,25224870,3,1,2,0
501.0,501.1317819205506,49.29479839030705,518349,500499,1127355,42117319,25252341,3,1,2,0
502.0,502.0396257784741,49.39593070588773,524637,497985,1145765,42174467,25282559,4,1,2,0
503.0,503.1177911447174,49.44955067465527,517897,497123,1131248,42216321,25318875,4,1,2,0
504.0,503.92909622518795,49.5672870012967,519366,498152,1104982,42275829,25347819,3,1,2,0
505.0,504.91670559778015,49.710867834359426,519582,502315,1031352,42317967,25376454,3,1,2,0
506.0,505.7376112573858,49.85161662223217,529934,503195,998460,42361975,25409776,3,1,2,0
507.0,506.669814367496,49.922187833441264,514089,498844,1004210,42408871,25443297,5,1,2,0
508.0,507.4760444252107,50.0464523482134,524777,504744,1141559,42465410,25470754,4,1,2,0
509.0,508.4636839294419,50.175758945317455,520791,499605,1013159,42516537,25499969,5,1,2,0
510.0,509.57049027683314,50.31219569862839,522203,497478,1098031,42565318,25528464,3,1,2,0
511.0,510.41057829193153,50.388155565708445,520463,500992,1128989,42611355,25558673,5,1,2,0
512.0,511.50466736872914,50.48323905030566,516487,493203,1130156,42654475,25591984,3,1,2,0
513.0,512.5383454755661,50.55538949320932,520915,501163,1135110,42710139,25619572,5,1,2,0
514.0,513.5401875848205,50.60782043893044,515117,492289,1041580,42764132,25652841,5,1,2,0
515.0,514.5799808897326,50.72372170171693,518102,494861,1034523,42820894,25683146,4,1,2,0
516.0,515.5143397424243,50.81686806350625,513607,489906,1127396,42872878,25720124,5,1,2,0
517.0,516.5984755639316,50.891679751562606,525544,499124,991844,42909668,25751081,5,1,2,0
518.0,517.7103419007,51.02639014629257,529197,508048,992252,42953445,25780790,5,1,2,0
519.0,518.8216314469347,51.12595821029049,513263,499414,1121621,43005769,25812514,3,1,2,0
520.0,519.7294153626922,51.27542397801175,526962,503217,1093804,43053921,25841503,3,1,2,0
521.0,520.7909781665682,51.40475976070565,523575,511761,1054754,43101126,25866117,5,1,2,0
522.0,521.6502164568662,51.541680880679245,516457,502020,956902,43145610,25895395,5,1,2,0
523.0,522.6483843023047,51.669014105559015,521819,496173,1046402,43200348,25924626,4,1,2,0
524.0,523.4494360063286,51.72960659545408,515446,496862,1122481,43252629,25949849,3,1,2,0
